time,id1,id2,amount
2016-11-02 09:57:35,48659,6306,18.85
2016-11-02 12:00:27,57104,5025,19.6
2016-11-02 11:29:04,20175,50585,29.78
2016-11-02 12:06:58,40116,33096,25.06
2016-11-02 11:50:23,47379,62897,5.98
2016-11-02 11:33:45,60326,172,14.53
2016-11-02 09:52:03,46269,6115,33.12
2016-11-02 11:49:16,43149,48082,34.32
2016-11-02 11:51:01,3692,377,29.42
2016-11-02 09:59:46,63914,39842,29.44
2016-11-02 11:29:14,16811,5033,9.25
2016-11-02 09:55:20,72236,22148,1.4
2016-11-02 11:56:23,6389,6711,38.69
2016-11-02 11:54:58,24004,1298,13.55
2016-11-02 11:47:33,68153,70015,13.49
2016-11-02 11:41:46,74663,8489,33.97
2016-11-02 11:40:14,29586,4153,33.0
2016-11-02 11:49:51,48902,6386,15.95
2016-11-02 09:58:08,29689,871,15.93
2016-11-02 11:41:42,22631,4366,31.99
2016-11-02 11:34:51,75756,14822,16.4
2016-11-02 09:54:15,74475,73307,25.28
2016-11-02 09:59:18,58937,12508,29.34
2016-11-02 11:32:04,12583,6086,9.88
2016-11-02 11:50:35,24398,1335,27.37
2016-11-02 11:50:55,109,480,12.44
2016-11-02 11:28:46,41531,4732,23.07
2016-11-02 11:49:44,23774,18361,9.52
2016-11-02 11:48:37,78862,50810,33.21
2016-11-02 12:00:52,70942,78911,31.82
2016-11-02 09:55:40,54475,4795,26.07
2016-11-02 11:49:40,4876,13861,6.8
2016-11-02 09:50:59, 35007, 70911, 29.12
2016-11-02 11:52:30,43549,11319,12.73
2016-11-02 11:44:59,5760,31712,11.46
2016-11-02 11:36:04,53689,12166,31.87
2016-11-02 11:48:16,7382,55087,10.41
2016-11-02 09:54:58,73004,40116,30.31
2016-11-02 09:59:46,67546,68193,25.44
2016-11-02 11:44:53,31039,3330,37.57
2016-11-02 11:48:44,74922,32429,32.96
2016-11-02 11:38:48,36684,11545,7.87
2016-11-02 11:46:31,14560,78560,30.15
2016-11-02 11:45:26,29781,11811,14.17
2016-11-02 12:06:34,55733,55723,17.94
2016-11-02 12:00:14,41852,73413,1.95
2016-11-02 11:57:09,38099,10929,43.2
2016-11-02 11:31:28,9385,3037,41.37
2016-11-02 11:44:42,58083,21709,28.12
2016-11-02 11:42:02,55412,12144,33.06
2016-11-02 11:59:59,20426,779,23.54
2016-11-02 09:57:46,29033,14651,22.87
2016-11-02 11:45:28,6285,31758,31.53
2016-11-02 11:32:02,13964,9326,24.18
2016-11-02 12:08:25,13125,47248,5.08
2016-11-02 11:51:48,40302,32236,27.86
2016-11-02 11:49:14,52527,75056,33.36
2016-11-02 09:52:44,75858,59619,18.97
2016-11-02 11:51:03,23401,3138,2.91
2016-11-02 11:35:22,57864,11731,36.0
2016-11-02 12:11:03,71906,35238,15.6
2016-11-02 09:57:05,22795,1415,17.08
2016-11-02 12:10:56,56074,10506,16.33
2016-11-02 11:49:25,45381,11824,30.33
2016-11-02 11:39:49,28607,47610,25.61
2016-11-02 11:49:41,64818,6322,11.45
2016-11-02 11:38:38,44415,11403,10.62
2016-11-02 09:59:42,72156,9103,17.43
2016-11-02 11:56:11,38313,62698,23.72
2016-11-02 12:01:49,46680,11203,22.72
2016-11-02 11:43:01,71375,24318,9.32
2016-11-02 11:50:56,16614,3726,28.08
2016-11-02 11:37:43,66374,20134,39.77
2016-11-02 12:06:59,15110,61517,8.55
2016-11-02 09:54:01,62767,15882,38.5
2016-11-02 12:06:17,76185,62937,33.86
2016-11-02 09:53:31,30798,12868,9.6
2016-11-02 11:47:48,48786,72447,17.23
2016-11-02 09:52:32,75010,8417,16.73
2016-11-02 09:53:12,35048,37672,10.92
2016-11-02 11:52:07,41794,8861,16.86
2016-11-02 12:02:15,1466,25345,34.87
2016-11-02 12:10:02,47666,23393,20.44
2016-11-02 12:05:27,54271,28183,33.69
2016-11-02 09:53:32,34455,27613,24.61
2016-11-02 12:03:34,41296,2203,12.68
2016-11-02 09:54:58,5753,5743,25.62
2016-11-02 11:51:20,11739,57885,25.65
2016-11-02 11:39:36,35240,572,27.82
2016-11-02 12:09:57,31470,41807,15.22
2016-11-02 11:45:55,69440,27213,20.7
2016-11-02 11:49:17,19787,699,5.54
2016-11-02 09:52:22,4085,2966,27.02
2016-11-02 11:37:43,28389,20506,18.72
2016-11-02 12:06:05,70841,31560,4.87
2016-11-02 11:49:27,62752,9311,14.2
2016-11-02 11:43:44,38986,3976,22.76
2016-11-02 11:45:01,36181,53214,9.73
2016-11-02 12:05:23,41026,32047,12.51
2016-11-02 11:42:49,9520,13280,23.94
2016-11-02 11:54:18,72693,38389,32.72
2016-11-02 11:34:07,18951,31752,19.01
2016-11-02 09:57:48,17230,134,20.11
2016-11-02 11:57:03,39614,39612,19.78
2016-11-02 09:51:10, 51225, 8031, 3.94
2016-11-02 11:48:36,75265,75267,33.53
2016-11-02 11:56:33,65866,19734,41.66
2016-11-02 11:42:50,53345,9032,41.71
2016-11-02 11:35:15,19345,629,2.88
2016-11-02 11:36:57,12275,2882,29.11
2016-11-02 11:48:46,36968,3292,10.56
2016-11-02 11:47:54,20078,13421,24.09
2016-11-02 09:52:23,30794,1712,21.57
2016-11-02 12:08:55,58237,24514,47.06
2016-11-02 11:46:43,951,629,22.13
2016-11-02 11:45:11,42298,4837,32.57
2016-11-02 11:57:09,76404,76405,24.3
2016-11-02 11:43:10,61553,24607,9.32
2016-11-02 11:39:03,8697,26248,34.16
2016-11-02 11:41:17,51341,8104,10.49
2016-11-02 11:50:45,62583,1819,15.89
2016-11-02 11:32:12,64225,18089,13.23
2016-11-02 11:38:47,75705,58190,16.48
2016-11-02 12:09:08,75247,54103,15.31
2016-11-02 09:53:01,64002,5748,14.05
2016-11-02 11:38:38,76906,39015,24.95
2016-11-02 12:10:19,40906,62736,1.59
2016-11-02 11:56:35,44217,63817,47.17
2016-11-02 11:39:58,76931,76932,38.52
2016-11-02 09:58:23,61389,14615,31.92
2016-11-02 12:02:20,66578,77416,34.4
2016-11-02 11:59:39,59592,12907,22.22
2016-11-02 12:03:45,72503,37620,40.41
2016-11-02 09:58:30,1413,75208,36.52
2016-11-02 12:10:22,18875,574,28.06
2016-11-02 11:57:44,1489,25536,23.23
2016-11-02 11:46:37,33285,33712,24.77
2016-11-02 11:31:13,1621,1980,17.44
2016-11-02 11:35:00,76601,77305,15.56
2016-11-02 11:30:02,65429,19158,32.93
2016-11-02 09:59:07,37406,22394,5.88
2016-11-02 11:59:11,64702,20667,34.05
2016-11-02 11:30:31,8504,66776,21.0
2016-11-02 09:51:29, 59360, 17040, 7.28
2016-11-02 11:49:19,55993,16434,32.13
2016-11-02 11:56:37,17757,14453,10.27
2016-11-02 11:31:14,30721,2394,16.07
2016-11-02 11:53:28,69009,26379,4.09
2016-11-02 09:54:27,21753,938,27.89
2016-11-02 12:07:57,55008,37952,31.01
2016-11-02 12:09:48,67004,4522,7.07
2016-11-02 09:50:01, 42742, 4893, 25.19
2016-11-02 11:32:33,42570,13137,25.88
2016-11-02 11:43:38,60220,13444,38.49
2016-11-02 11:33:19,32679,74196,21.65
2016-11-02 11:33:37,70317,29904,22.91
2016-11-02 11:42:36,77492,29502,11.59
2016-11-02 09:56:29,13752,526,19.12
2016-11-02 11:33:30,34237,2826,35.54
2016-11-02 11:41:20,18241,500,30.74
2016-11-02 12:00:06,23144,4732,2.93
2016-11-02 11:39:44,3813,4139,25.04
2016-11-02 12:00:16,32241,1588,25.06
2016-11-02 11:52:13,75676,58029,19.05
2016-11-02 11:59:22,25971,19804,37.97
2016-11-02 11:53:13,46534,5671,31.17
2016-11-02 11:30:37,31285,64332,36.75
2016-11-02 11:52:50,7525,58203,16.63
2016-11-02 11:37:09,13795,40785,19.57
2016-11-02 11:31:08,29838,3242,27.03
2016-11-02 11:28:27,7540,55213,18.13
2016-11-02 12:05:24,72584,11346,12.0
2016-11-02 12:02:46,79477,66384,21.88
2016-11-02 09:54:33,49141,6622,24.51
2016-11-02 12:04:11,19922,7511,30.9
2016-11-02 11:30:46,7770,3450,30.93
2016-11-02 11:39:53,16596,10890,22.41
2016-11-02 11:37:22,76062,61831,34.52
2016-11-02 09:54:52,18023,49756,46.72
2016-11-02 11:46:53,13564,394,27.75
2016-11-02 09:56:59,51004,11599,18.68
2016-11-02 12:01:04,9546,54165,12.36
2016-11-02 11:37:43,57012,11121,13.05
2016-11-02 11:54:42,40766,17578,25.33
2016-11-02 09:54:39,47428,5900,20.89
2016-11-02 11:32:09,8720,8339,40.23
2016-11-02 11:47:53,60667,75968,13.44
2016-11-02 11:39:58,24223,13130,22.84
2016-11-02 11:45:04,46827,5736,12.2
2016-11-02 12:00:28,38929,28487,29.52
2016-11-02 12:00:12,37489,3420,25.85
2016-11-02 11:35:23,55519,28957,8.12
2016-11-02 12:06:31,43194,7895,22.22
2016-11-02 11:29:36,55449,10200,14.76
2016-11-02 11:38:45,15355,2288,28.06
2016-11-02 09:55:30,4883,4908,6.02
2016-11-02 11:44:23,29204,58098,19.07
2016-11-02 11:31:07,67183,1009,29.35
2016-11-02 12:02:52,23164,1146,29.87
2016-11-02 09:53:24,29594,5198,4.57
2016-11-02 11:42:22,71587,33958,32.88
2016-11-02 11:47:00,41887,26688,21.35
2016-11-02 11:50:10,23453,1217,26.59
2016-11-02 09:57:11,25979,5427,19.62
2016-11-02 11:41:21,73456,49893,24.41
2016-11-02 12:01:20,12378,24792,7.47
2016-11-02 09:52:48,32092,2498,32.23
2016-11-02 09:53:09,71305,4111,9.91
2016-11-02 12:05:35,71098,76853,18.16
2016-11-02 11:53:48,3537,3230,31.69
2016-11-02 11:37:53,50787,51870,30.51
2016-11-02 11:44:55,58807,3856,31.74
2016-11-02 12:06:53,37366,8200,28.88
2016-11-02 11:56:25,42381,73503,23.22
2016-11-02 11:46:52,39518,4209,33.74
2016-11-02 11:34:27,60230,206,10.65
2016-11-02 11:43:52,32962,16229,34.36
2016-11-02 12:07:48,27452,28442,13.49
2016-11-02 11:32:09,27620,13611,39.88
2016-11-02 11:58:48,37979,17422,11.86
2016-11-02 11:53:07,78198,75214,23.41
2016-11-02 11:43:51,10235,12189,20.3
2016-11-02 12:01:42,44860,5298,10.86
2016-11-02 12:05:04,27970,15576,31.46
2016-11-02 09:54:00,67903,23640,10.16
2016-11-02 12:08:00,71568,40462,11.14
2016-11-02 11:50:01,45837,5538,17.91
2016-11-02 11:57:26,53310,6125,21.98
2016-11-02 09:56:55,16101,15287,28.82
2016-11-02 09:56:43,61649,14911,19.77
2016-11-02 11:35:29,22991,9977,25.05
2016-11-02 12:08:35,3848,46219,32.38
2016-11-02 11:35:57,51054,13292,29.32
2016-11-02 11:48:10,37291,9149,42.22
2016-11-02 11:32:26,29549,21361,31.91
2016-11-02 09:59:14,31488,25498,37.64
2016-11-02 09:54:48,18801,50641,41.99
2016-11-02 09:49:38, 48078, 74492, 32.45
2016-11-02 11:57:00,78085,59612,19.72
2016-11-02 11:49:51,73804,68984,11.44
2016-11-02 09:55:55,39327,26688,27.75
2016-11-02 09:52:44,10290,13753,17.4
2016-11-02 11:32:14,34751,34767,19.56
2016-11-02 11:49:23,65672,632,27.17
2016-11-02 11:30:52,74758,42133,21.1
2016-11-02 12:03:24,16418,2445,20.8
2016-11-02 11:43:29,73281,75080,19.83
2016-11-02 11:58:43,65409,19107,27.67
2016-11-02 09:52:59,29137,10387,14.35
2016-11-02 11:29:55,26700,50171,13.33
2016-11-02 11:40:50,7548,6700,31.16
2016-11-02 11:55:50,73947,5245,13.53
2016-11-02 11:52:36,38458,3747,21.06
2016-11-02 09:53:48,14891,26466,32.44
2016-11-02 11:52:00,61131,10976,1.02
2016-11-02 11:59:16,20325,4840,27.88
2016-11-02 11:59:05,28284,1924,15.28
2016-11-02 11:44:27,13686,22157,12.58
2016-11-02 12:09:28,50508,5006,19.37
2016-11-02 11:57:12,14253,29200,26.42
2016-11-02 09:53:38,52601,4282,20.56
2016-11-02 09:59:14,11675,143,21.99
2016-11-02 11:53:47,38165,8286,32.88
2016-11-02 11:54:54,75953,13669,16.12
2016-11-02 11:58:54,61243,67061,38.77
2016-11-02 11:45:44,2798,685,7.15
2016-11-02 11:59:11,64080,17468,37.35
2016-11-02 11:50:13,1861,31613,16.74
2016-11-02 11:46:16,23100,5833,31.01
2016-11-02 11:29:29,46029,16166,16.21
2016-11-02 11:36:04,3556,5050,36.87
2016-11-02 11:57:57,28713,1986,7.41
2016-11-02 11:49:51,43338,4996,25.55
2016-11-02 11:59:33,12144,2769,5.53
2016-11-02 11:36:20,9302,47894,4.69
2016-11-02 12:06:03,71960,46226,13.92
2016-11-02 11:42:37,5993,24942,16.51
2016-11-02 11:52:43,25069,8202,16.89
2016-11-02 12:08:26,76457,20674,13.39
2016-11-02 11:28:39,39229,377,1.96
2016-11-02 12:10:58,15008,13928,13.51
2016-11-02 11:41:20,24109,1304,4.4
2016-11-02 11:50:53,56114,10531,14.01
2016-11-02 11:36:01,42629,4876,35.37
2016-11-02 12:05:58,29066,2062,23.7
2016-11-02 11:34:42,11940,15981,15.13
2016-11-02 11:56:13,67829,23538,29.85
2016-11-02 11:49:04,57788,37033,5.16
2016-11-02 09:54:19,68140,68141,24.64
2016-11-02 12:03:58,4511,31656,31.65
2016-11-02 11:50:41,75559,56905,18.85
2016-11-02 11:40:12,72664,38286,33.7
2016-11-02 09:56:43,12499,14213,46.31
2016-11-02 11:29:53,8172,30522,15.77
2016-11-02 11:57:38,51054,8322,12.11
2016-11-02 11:40:58,3341,9977,31.46
2016-11-02 11:46:29,29451,39552,24.42
2016-11-02 11:53:37,31633,2481,13.61
2016-11-02 11:43:23,71677,2485,17.31
2016-11-02 12:09:28,19016,7681,19.94
2016-11-02 12:06:47,43590,5048,29.0
2016-11-02 11:56:36,33282,3130,18.44
2016-11-02 12:04:35,80142,68454,12.18
2016-11-02 12:04:17,49499,7015,27.72
2016-11-02 11:44:32,74826,74891,20.43
2016-11-02 11:44:13,56549,115,12.15
2016-11-02 11:45:04,43128,5770,26.03
2016-11-02 11:29:05,13117,25034,8.32
2016-11-02 11:48:13,19473,43812,4.81
2016-11-02 11:54:34,18925,1506,30.26
2016-11-02 11:34:57,51571,50600,19.97
2016-11-02 11:57:56,66540,21012,18.51
2016-11-02 09:57:14,10514,104,25.75
2016-11-02 11:42:58,54327,72993,21.63
2016-11-02 11:59:31,7490,40,12.85
2016-11-02 11:41:13,35283,35275,32.26
2016-11-02 11:51:52,9202,9225,13.06
2016-11-02 11:49:31,67590,23023,34.54
2016-11-02 11:51:51,39261,16777,15.64
2016-11-02 09:52:15,6618,12144,20.28
2016-11-02 11:32:34,16274,18430,31.54
2016-11-02 11:54:23,28713,1986,23.09
2016-11-02 11:40:49,1230,23549,16.16
2016-11-02 12:02:20,36553,19517,33.19
2016-11-02 12:09:20,76534,66868,19.03
2016-11-02 11:37:13,54451,9675,12.1
2016-11-02 12:05:02,23641,1248,3.92
2016-11-02 11:39:49,74085,22874,23.6
2016-11-02 09:57:57,38353,38337,32.92
2016-11-02 09:52:44,18546,8628,20.24
2016-11-02 11:57:09,42954,19376,17.55
2016-11-02 09:50:38, 33109, 10982, 15.39
2016-11-02 11:32:55,66109,39349,16.83
2016-11-02 11:43:35,51305,12335,16.42
2016-11-02 11:47:27,66334,12707,27.04
2016-11-02 09:59:09,3701,47375,6.37
2016-11-02 09:58:59,71476,33620,19.27
2016-11-02 12:04:21,903,5418,22.73
2016-11-02 11:54:32,60651,47912,26.71
2016-11-02 12:06:16,44695,16487,31.97
2016-11-02 11:40:04,44901,55466,19.74
2016-11-02 11:49:45,59934,13233,21.73
2016-11-02 11:54:05,595,2258,35.01
2016-11-02 09:58:42,26039,1564,16.67
2016-11-02 09:57:31,39010,3984,3.74
2016-11-02 11:43:41,54603,9757,9.96
2016-11-02 12:06:03,74270,46811,15.05
2016-11-02 11:59:07,17830,44358,31.71
2016-11-02 11:43:40,53902,28304,15.42
2016-11-02 12:01:27,32775,1621,25.77
2016-11-02 11:45:43,63331,16578,20.94
2016-11-02 12:07:54,5861,28945,21.06
2016-11-02 11:59:35,28610,3131,25.32
2016-11-02 11:36:04,61518,4788,5.51
2016-11-02 09:56:34,20700,26657,16.98
2016-11-02 11:56:34,24575,20330,20.76
2016-11-02 12:07:16,61590,14819,9.38
2016-11-02 11:50:41,51140,36094,22.56
2016-11-02 09:53:37,55964,29543,10.11
2016-11-02 11:57:35,66740,21436,9.63
2016-11-02 11:50:26,11878,7909,46.49
2016-11-02 09:50:19, 63604, 5279, 15.28
2016-11-02 11:42:54,69386,27093,15.29
2016-11-02 12:07:15,74702,11304,15.46
2016-11-02 11:36:22,12935,16969,35.18
2016-11-02 11:45:26,18892,48334,25.07
2016-11-02 11:40:44,427,15402,30.9
2016-11-02 11:40:28,42190,5831,43.8
2016-11-02 11:59:31,59835,13132,11.16
2016-11-02 11:50:27,68964,26292,4.2
2016-11-02 12:03:30,9211,19033,23.3
2016-11-02 09:56:18,48285,6188,28.7
2016-11-02 12:05:54,39889,19043,11.57
2016-11-02 12:03:39,79068,46694,7.88
2016-11-02 11:52:39,38751,38451,20.61
2016-11-02 11:59:58,19509,20903,16.28
2016-11-02 12:08:58,8638,1536,22.7
2016-11-02 11:43:18,44315,6354,10.39
2016-11-02 11:29:10,71759,34619,21.52
2016-11-02 11:46:36,67066,1825,13.67
2016-11-02 12:11:09,32664,36781,20.38
2016-11-02 11:35:13,44505,5241,33.09
2016-11-02 11:50:27,29411,21847,20.84
2016-11-02 11:56:05,26081,26216,17.68
2016-11-02 11:40:18,5100,6018,2.48
2016-11-02 12:10:31,15141,263,17.68
2016-11-02 11:47:09,38560,16557,26.07
2016-11-02 11:44:17,71757,34615,31.79
2016-11-02 11:30:24,950,10826,16.79
2016-11-02 09:57:13,20168,737,22.07
2016-11-02 11:49:37,7144,63907,12.79
2016-11-02 11:57:54,5402,2494,19.29
2016-11-02 12:09:08,23553,48,26.96
2016-11-02 11:39:53,56348,30452,33.1
2016-11-02 11:47:15,28556,59776,32.84
2016-11-02 12:06:36,39582,22097,29.89
2016-11-02 11:30:58,49400,77632,16.8
2016-11-02 12:04:02,56918,1766,23.36
2016-11-02 11:28:55,61157,14263,10.61
2016-11-02 11:35:55,70387,30087,20.66
2016-11-02 11:52:01,26774,37790,18.18
2016-11-02 12:02:40,12085,10246,7.52
2016-11-02 11:32:39,16847,12304,15.03
2016-11-02 11:54:55,19067,53262,21.67
2016-11-02 11:31:14,41679,4755,17.52
2016-11-02 11:50:59,40895,7188,30.11
2016-11-02 11:50:26,58675,58673,21.63
2016-11-02 11:41:51,4084,377,21.78
2016-11-02 09:55:04,44523,42,22.32
2016-11-02 11:48:52,31517,6271,42.82
2016-11-02 11:54:50,69849,28512,20.36
2016-11-02 11:37:11,57555,8428,19.13
2016-11-02 12:05:49,45141,76120,27.6
2016-11-02 11:38:50,2517,6884,6.62
2016-11-02 12:00:38,55946,10449,13.58
2016-11-02 11:29:39,24233,16896,13.45
2016-11-02 11:40:01,26303,57680,26.08
2016-11-02 09:59:33,64172,17539,26.42
2016-11-02 09:57:48,46199,77501,26.7
2016-11-02 09:58:55,16129,37925,19.98
2016-11-02 11:30:22,49827,7352,19.8
2016-11-02 12:05:37,74512,48180,11.08
2016-11-02 11:42:44,12122,157,29.86
2016-11-02 11:39:13,47274,23132,31.26
2016-11-02 11:57:17,1049,22474,17.3
2016-11-02 11:50:21,15233,267,26.64
2016-11-02 12:02:29,79776,9703,24.63
2016-11-02 11:49:51,78696,67739,33.45
2016-11-02 12:01:21,25695,5090,16.46
2016-11-02 11:50:04,50040,73905,7.94
2016-11-02 11:43:45,38037,18281,12.83
2016-11-02 12:08:51,75051,52497,14.21
2016-11-02 11:35:37,23170,2501,16.16
2016-11-02 11:50:33,18004,28045,28.26
2016-11-02 11:40:26,13591,17166,21.7
2016-11-02 11:31:47,29731,17215,22.13
2016-11-02 09:54:31,30216,9195,26.0
2016-11-02 11:35:43,2514,75555,8.86
2016-11-02 09:51:44, 77259, 75966, 31.25
2016-11-02 12:00:15,40655,1502,8.34
2016-11-02 11:55:06,6886,10509,17.62
2016-11-02 11:49:14,18757,2476,15.58
2016-11-02 11:59:36,14823,239,18.44
2016-11-02 11:49:48,6699,6589,16.9
2016-11-02 09:49:40, 38424, 10024, 2.85
2016-11-02 11:44:34,59152,56198,30.57
2016-11-02 11:58:06,22795,17811,28.08
2016-11-02 11:36:24,35077,71691,34.37
2016-11-02 11:47:06,14151,24421,26.71
2016-11-02 11:58:04,17199,33236,18.41
2016-11-02 09:57:41,7582,16817,31.57
2016-11-02 11:52:55,3365,377,19.07
2016-11-02 11:44:38,748,12703,25.77
2016-11-02 12:03:32,61142,60245,11.44
2016-11-02 11:38:56,72494,37587,27.95
2016-11-02 11:36:45,59683,45889,17.85
2016-11-02 11:40:20,73249,41088,20.38
2016-11-02 11:32:49,35429,66632,31.58
2016-11-02 12:10:21,68903,26128,25.89
2016-11-02 11:49:50,71768,34678,28.56
2016-11-02 11:46:05,24986,5646,14.0
2016-11-02 11:47:33,24080,4675,25.48
2016-11-02 12:09:29,14496,2046,38.36
2016-11-02 11:28:49,58183,5952,20.6
2016-11-02 12:00:00,17583,3000,33.14
2016-11-02 09:53:28,48165,6144,7.43
2016-11-02 09:55:29,8599,15964,23.87
2016-11-02 11:34:45,75800,58926,21.1
2016-11-02 11:49:49,72307,74319,12.91
2016-11-02 11:45:23,3528,36930,4.96
2016-11-02 09:57:40,47254,15885,13.31
2016-11-02 09:54:00,67094,21971,19.0
2016-11-02 09:57:46,71507,70154,16.91
2016-11-02 11:46:15,20052,2170,17.58
2016-11-02 12:01:54,43080,4943,22.99
2016-11-02 11:33:48,19402,39985,6.33
2016-11-02 11:28:54,37175,61614,17.7
2016-11-02 11:49:59,4932,6,23.03
2016-11-02 11:36:49,9902,2967,15.52
2016-11-02 09:59:48,18650,44596,18.04
2016-11-02 11:44:18,14186,2482,12.44
2016-11-02 11:39:38,4018,377,32.32
2016-11-02 11:52:02,20461,17566,9.03
2016-11-02 11:43:07,31302,2267,19.44
2016-11-02 09:52:21,1764,403,20.47
2016-11-02 11:59:42,14596,8657,8.34
2016-11-02 11:36:02,59243,2026,38.04
2016-11-02 11:56:46,67164,19917,34.93
2016-11-02 12:08:39,72536,37756,34.58
2016-11-02 11:37:26,25426,60457,22.41
2016-11-02 12:00:58,55507,59355,21.32
2016-11-02 11:53:35,17915,7497,25.59
2016-11-02 12:04:05,16122,8039,33.58
2016-11-02 12:06:35,49003,4357,14.09
2016-11-02 11:41:49,40283,4507,16.26
2016-11-02 09:49:48, 36526, 18377, 21.55
2016-11-02 09:56:39,27758,5107,29.34
2016-11-02 12:08:56,22245,5114,10.64
2016-11-02 11:31:20,45392,46823,11.74
2016-11-02 11:34:49,55595,10279,8.22
2016-11-02 11:58:15,47746,2481,9.7
2016-11-02 09:57:34,37029,66426,20.77
2016-11-02 11:38:06,8244,23586,19.12
2016-11-02 11:57:49,56599,5241,46.03
2016-11-02 11:57:45,3238,377,24.06
2016-11-02 11:33:21,19390,73288,22.05
2016-11-02 11:51:35,25677,15659,34.78
2016-11-02 09:56:04,22204,12210,17.16
2016-11-02 09:58:31,58625,12172,32.37
2016-11-02 11:29:34,12485,6743,29.36
2016-11-02 11:43:52,16282,13243,29.04
2016-11-02 09:58:37,67162,62954,35.93
2016-11-02 09:51:53, 55667, 61899, 28.06
2016-11-02 09:59:46,34945,2930,28.83
2016-11-02 11:43:52,7378,6537,23.76
2016-11-02 11:38:26,40849,4675,27.19
2016-11-02 11:44:20,1559,16086,22.99
2016-11-02 11:56:39,62273,21619,5.58
2016-11-02 12:06:38,31325,2481,15.9
2016-11-02 12:05:01,26778,1667,22.09
2016-11-02 09:51:51, 48968, 10174, 26.59
2016-11-02 12:09:31,61876,15014,32.29
2016-11-02 11:50:58,16929,1089,6.56
2016-11-02 09:50:18, 43813, 5081, 12.83
2016-11-02 11:53:26,56671,9036,27.51
2016-11-02 09:53:56,75420,55417,28.58
2016-11-02 12:05:45,80219,7473,26.84
2016-11-02 12:04:15,38340,41818,16.82
2016-11-02 11:32:10,46643,7844,39.47
2016-11-02 12:03:32,31219,1445,21.14
2016-11-02 11:31:16,63129,11792,1.76
2016-11-02 09:58:27,36772,3212,24.07
2016-11-02 09:51:31, 51601, 8248, 13.09
2016-11-02 12:07:28,74740,11280,17.25
2016-11-02 11:40:25,11977,5930,12.06
2016-11-02 11:53:16,1256,9179,31.25
2016-11-02 11:46:56,11739,1424,6.62
2016-11-02 11:35:30,14986,56117,39.35
2016-11-02 12:02:48,69999,19744,12.17
2016-11-02 12:03:26,27521,1804,8.88
2016-11-02 12:02:26,30864,11517,26.36
2016-11-02 11:35:38,40289,4858,8.05
2016-11-02 12:00:53,57219,37284,22.47
2016-11-02 12:09:59,44584,5400,11.1
2016-11-02 11:49:24,7983,22195,19.52
2016-11-02 11:39:02,18105,36768,27.89
2016-11-02 11:45:18,78466,8876,48.02
2016-11-02 12:08:04,26389,16430,16.82
2016-11-02 11:37:18,13319,3362,18.16
2016-11-02 09:54:26,3551,377,10.74
2016-11-02 12:08:40,31480,2481,16.45
2016-11-02 11:58:16,52361,46666,23.69
2016-11-02 11:57:30,51334,36603,31.98
2016-11-02 11:32:40,29242,4271,30.15
2016-11-02 11:38:26,18598,546,31.08
2016-11-02 11:31:30,162,26064,35.72
2016-11-02 12:09:59,21948,52485,19.72
2016-11-02 09:54:51,36977,1825,21.14
2016-11-02 12:01:22,38019,8247,19.55
2016-11-02 11:28:30,42369,13273,26.69
2016-11-02 11:59:58,16647,376,21.39
2016-11-02 11:33:30,49936,7452,36.86
2016-11-02 12:02:44,20377,37603,27.14
2016-11-02 09:57:55,6263,48522,23.57
2016-11-02 12:00:19,53737,22005,20.8
2016-11-02 09:57:58,18626,1486,4.69
2016-11-02 11:32:58,4702,21445,26.16
2016-11-02 11:32:35,50597,7767,34.42
2016-11-02 12:01:25,36320,23936,19.89
2016-11-02 11:41:10,19671,27036,11.84
2016-11-02 11:50:15,67470,22714,14.35
2016-11-02 11:33:44,59893,7790,29.81
2016-11-02 12:01:11,64687,18366,17.93
2016-11-02 11:47:11,37280,1332,28.85
2016-11-02 11:37:43,70975,31924,28.65
2016-11-02 11:34:42,59315,31376,41.35
2016-11-02 09:49:32, 52722, 8757, 15.57
2016-11-02 11:43:58,73946,44515,12.32
2016-11-02 09:59:26,468,8642,24.52
2016-11-02 09:51:15, 7757, 39301, 18.49
2016-11-02 11:28:52,9858,12134,25.68
2016-11-02 11:44:59,9322,8994,39.38
2016-11-02 12:10:42,64161,58038,8.02
2016-11-02 09:57:41,67022,21867,12.34
2016-11-02 11:56:37,557,8242,13.43
2016-11-02 11:41:52,65866,19734,24.68
2016-11-02 11:33:27,24908,4351,16.31
2016-11-02 09:51:24, 40910, 10866, 32.29
2016-11-02 12:10:26,78124,33794,5.52
2016-11-02 11:44:54,36447,29601,26.75
2016-11-02 09:59:27,29451,2147,17.57
2016-11-02 11:29:40,52285,8516,11.52
2016-11-02 11:28:29,38627,5065,24.53
2016-11-02 12:04:02,19272,42989,12.89
2016-11-02 12:08:21,36936,37356,29.62
2016-11-02 12:05:46,33423,17996,17.77
2016-11-02 11:29:50,65031,25810,13.54
2016-11-02 11:56:30,77285,63909,27.4
2016-11-02 11:57:03,71769,34681,21.3
2016-11-02 12:00:16,76034,61517,31.95
2016-11-02 12:03:33,72243,3212,18.45
2016-11-02 12:00:23,46144,7669,10.78
2016-11-02 11:45:18,55568,10269,33.07
2016-11-02 11:59:37,30471,2366,21.19
2016-11-02 11:30:03,75193,68888,2.16
2016-11-02 12:08:16,33229,2730,18.93
2016-11-02 12:01:14,63121,30270,21.4
2016-11-02 11:45:46,58739,12272,22.44
