id1,id2
44562,12310
9212,4153
36300,10114
5066,42488
49912,7438
37835,3482
18391,22321
2423,11782
38545,3805
59404,34688
46300,41479
23788,1919
26372,1621
68310,24690
24483,42955
22895,1113
15154,40306
62221,15248
32560,2552
45264,12311
6232,4807
21355,858
69421,27134
13872,40734
55422,17918
48929,6386
76083,62067
28361,2567
3584,8337
68895,26068
20899,15312
74726,50029
39988,4380
52042,19404
47788,6044
46259,5611
31220,70732
42118,4808
46662,5699
67070,21926
57074,11156
11459,37378
31691,36283
28469,1949
26582,69104
17098,1962
18010,498
6468,2811
759,394
61978,15042
19308,629
19945,10126
4093,4759
45392,5733
22943,14112
57730,23768
9286,1062
74442,47812
19837,46192
75525,56669
49087,8489
8968,4736
70868,31640
77211,75539
22885,14637
30638,3352
46490,28052
5312,22845
7640,15553
76897,71448
4727,4723
75623,57544
8200,48
8943,8853
52937,8862
3020,220
53747,10948
25326,1464
20614,4782
4882,23763
8509,5514
54956,10010
48237,6168
30035,4745
9051,4734
8404,13246
51805,8319
44569,5245
15668,47488
1212,10083
30705,3601
54147,15763
15257,8566
65974,19970
8969,26416
8026,8953
63984,17290
46044,5573
25417,1478
76125,62376
68068,23953
52772,8781
39999,25164
32154,5946
3271,377
19551,6244
38729,12826
16916,27104
3047,27927
38873,8250
74709,49840
2767,15
16666,376
12002,4972
66458,20835
30462,3651
3206,13713
7661,1523
55452,20654
39122,4038
27792,12272
9926,29483
73212,74721
30993,70669
59551,12890
42926,73611
11413,8434
76522,66757
54992,43100
5593,4962
4144,4212
26892,22818
59255,12785
69191,26688
77298,76434
8516,4852
4880,10491
16708,376
27104,17044
4127,8397
35873,3061
4697,11653
11429,10204
5627,6139
39366,27393
70656,30941
59229,12785
53373,9044
41602,4737
8912,23815
17474,23589
18769,38414
15624,10606
2616,2347
71422,33471
6725,17503
8937,1573
2609,143
63955,17252
22538,36292
54354,9637
40057,32637
73024,40169
14479,225
43090,4944
29338,26238
25904,1553
9789,85
4900,12580
42780,73572
17831,8604
15083,35241
14726,858
12953,6102
61851,15003
38519,72736
46,5226
70183,29443
5663,20
72449,37462
15652,11975
55070,10078
57951,11769
16868,5823
8065,27086
38612,3815
56874,46277
45287,26416
29318,2101
68389,24832
28983,9326
29029,7691
27269,8672
167,2481
54963,10017
35246,2965
6056,3138
18114,546
29317,12535
5151,5600
27934,5052
18654,9410
11436,3009
11565,13611
22565,22584
42122,10092
61546,14779
41528,4731
30098,8861
43173,4958
38225,23028
4145,377
9982,10633
50222,18782
50486,7718
68308,24690
19058,65373
19988,14652
10563,18281
7082,13048
59,137
7316,34
7707,5064
76591,67581
44659,5274
65946,19922
18221,18049
3797,4669
16622,8400
3556,3450
42,6057
60730,13855
67992,23790
37184,5274
76824,70681
28836,9483
72185,36459
26261,1603
2831,34279
884,10568
63872,17150
21538,9073
34,7308
10920,9412
49333,8702
11447,44544
43878,69262
38965,3963
26768,30673
16522,32510
9482,13791
48854,6379
54460,9677
12847,34972
2062,10180
45652,5494
16711,15579
68835,25841
4107,2774
22673,15738
65588,19321
23574,34368
50517,53025
25339,1464
14046,61026
58504,12118
371,1532
18062,498
15134,292
64331,17765
41617,4742
9982,19372
13658,16925
63466,16770
381,11751
62242,15314
58868,12406
9100,37434
68213,24297
76457,66070
57799,31975
5995,33454
3009,27970
62900,16020
63437,18386
2018,28891
26241,39709
23331,12079
34396,14886
58609,12169
62814,15932
45666,5504
35071,9860
32408,2535
47863,16406
37271,37587
5365,6226
69955,36472
17338,5755
38717,3860
6024,5205
49364,9249
71519,33722
27595,3799
51973,9705
30725,8216
18615,546
15349,8242
13565,28766
48786,6352
67974,30827
2230,1250
11331,3094
12922,8419
26530,3459
790,3450
11031,56905
23580,5816
41056,4692
54336,9627
54670,15698
64075,17459
50611,7774
10343,18944
70405,30137
74605,48810
6602,4206
45983,5564
32135,10296
7701,4369
44388,10289
63813,14858
11433,12987
17623,21063
72830,39092
5924,7838
43842,6046
25506,1486
2947,30215
5645,1062
19914,10803
25660,7915
39960,4366
74598,48767
70890,31688
13706,41350
72862,39258
26774,9331
2169,394
2964,4962
66622,21126
55903,10438
13525,211
2514,5064
43314,8182
37686,3451
4217,30775
1844,13020
69914,28641
4986,1884
58517,12121
70855,31586
40403,25788
5348,14
1258,4675
42645,4882
14951,24013
69402,27109
54552,9725
33108,2674
45938,23759
14228,225
3019,3883
62328,15444
73836,43972
5048,10900
8458,13930
46387,5642
63108,16302
67415,22629
11876,15012
26368,1621
66858,21571
32426,26296
52313,75034
69142,26637
53371,9044
65744,19520
39022,12178
48055,2367
13930,5872
8745,10724
32686,2563
20838,2810
45875,5546
6750,49241
74451,47849
1855,2334
72735,16112
10185,27434
4980,23455
13365,3729
23699,1256
26229,1594
3037,4087
18083,2481
20991,10086
65363,19054
36307,5831
19245,12481
48593,17614
2858,2698
73528,42541
72531,37714
22384,8035
13748,13365
52118,13928
17262,1332
45942,5550
64982,18735
52313,8527
67573,22999
2443,10821
58837,5886
30436,5759
59871,13175
50754,7828
6208,2507
75880,59773
72162,36369
51406,8183
20028,725
14851,3674
26835,5715
40354,4551
51917,8360
376,5400
54341,9627
28692,8579
7319,9837
62313,15415
39913,4350
53392,9049
73407,41843
72937,39733
52119,16834
74795,50461
40164,4448
1621,1960
2379,21111
19613,671
66427,20741
10737,36162
1969,394
5117,7794
76041,61595
6168,48245
45641,5491
10842,5870
18112,7812
45052,5349
25609,64027
23641,1248
24376,7349
7777,17250
26731,54890
75625,57547
44611,5261
6179,9320
32387,7599
61444,14672
6125,7974
6232,5616
57746,11663
3583,38083
63571,16832
42744,4893
35355,8350
44776,5289
57922,37834
50113,50114
61770,14988
29137,70069
3784,38521
66266,20548
8826,12729
76068,61881
26363,16479
39848,4334
59601,12916
22837,1103
46918,5755
18780,7915
48235,15310
24209,10733
50612,7879
35318,2971
44308,5199
3311,4909
10915,28881
52420,13867
3093,25350
8908,492
45547,5458
37679,6489
6907,34
76470,66143
37958,3519
46647,5697
47583,17340
43631,5050
24656,12179
49511,7027
3735,27122
74258,46745
33130,71344
5039,7378
73148,40708
51523,14883
20778,810
17506,64150
70085,29185
2741,33302
24664,1364
51543,8242
61730,14981
22245,67239
32912,43255
5189,4966
66025,20063
50242,6072
27342,36309
1478,25445
15618,21282
12220,3076
70668,30980
57906,35238
15054,18821
10808,115
55490,10219
10515,2682
67774,23425
15389,281
29545,4714
2789,5913
69577,27664
52816,8808
30020,2261
2752,10725
14424,8392
5397,2478
43406,5008
25721,5245
8678,11449
23279,4777
47070,5819
10470,11420
30325,2334
727,2593
32388,2531
67248,22299
15588,21167
5026,43483
58522,12124
31884,2485
7370,4675
49813,7346
52835,184
2646,13137
72602,38038
63705,24877
17583,19395
54459,9677
12167,9047
53181,15519
14657,225
56268,18048
71201,32731
3494,37915
35687,3042
29675,2197
15195,4683
28178,2006
27443,1782
67351,22546
29116,22065
23147,5958
64336,17773
11841,13756
33053,18348
70691,31091
15587,284
38359,26231
50647,7791
52688,8781
45551,5458
24460,5370
75159,8758
11528,11754
66524,20998
16687,53200
9737,1361
40227,4480
57439,11361
17643,15519
21456,8438
38912,11203
4209,39531
60392,19469
26505,4136
41942,4793
58924,12482
31181,19922
13988,4675
29930,20718
18851,13594
38703,3856
28226,69758
70396,30105
22050,44907
71107,32404
52622,8708
9154,66
74326,47142
33584,16620
76673,68590
6296,10221
13563,215
65441,19164
33430,17293
7366,2526
11316,1685
25417,1478
21134,835
2890,21992
11166,11236
13746,57614
23273,1183
36661,6277
5041,5029
74653,55199
37348,6144
4016,23179
68024,23889
31149,5192
27821,39979
26229,13341
42645,4882
1523,25806
1424,2350
49390,6893
60568,57591
69568,76750
3355,37255
15188,14656
32225,2510
37770,14591
9107,12637
74333,47194
3019,32627
47433,5900
9567,13240
2878,7701
62070,15138
25304,17025
948,17815
57832,11718
52085,8415
47544,5930
17469,10150
37219,8603
74113,45553
30207,2307
9421,7936
3450,8372
51488,8228
8807,20853
5102,23420
18001,14281
20297,765
13244,5857
12584,13610
110,81
28987,9157
35169,12826
38995,23048
14927,5170
58691,12255
66446,35081
46450,5662
14420,405
20027,66007
41492,4729
8558,10182
37959,3520
32914,71281
9412,16834
50406,23007
28488,1949
29122,50250
19506,16660
26972,1704
9517,21613
16190,28486
61558,14788
8627,4930
54367,9644
32154,35655
19662,677
38038,30831
15847,13167
21,30019
5770,12872
9293,15751
52375,8574
61491,14723
8582,7864
6272,2092
22446,17662
61711,69686
11928,498
5525,19
29742,2214
17527,7791
20144,737
34883,2921
9250,10803
3812,20878
1332,24318
76558,67161
11751,7666
11501,519
33246,5427
42293,11998
29123,2075
18453,2531
64263,17675
31888,2485
72202,36529
17654,12093
57818,11710
55022,10057
8306,13249
14888,16360
20586,17190
43628,25774
26084,1570
14058,225
6800,34
9808,21554
5949,29729
72511,50231
73640,7693
25045,1426
28492,17556
52169,8457
300,216
9357,10063
13197,18558
44555,7955
18703,955
76360,64956
12258,4793
66582,21058
64824,5318
12075,14847
5413,45384
9836,13361
5752,19119
25315,11804
32694,2563
11545,30553
6560,34
10343,26574
70845,31564
9319,68
42049,68708
68262,24477
52173,8457
3007,1363
17830,25850
17698,8628
52659,8731
13023,1541
75508,56487
68346,8799
44863,5298
44714,9930
13365,10275
30616,3005
3482,36173
71311,33040
43376,5002
42763,22467
48324,8082
67006,21824
73906,44232
49651,7150
53981,9440
62270,15355
24598,1361
17176,16464
6450,4776
16845,2975
4884,19505
29088,2068
2566,4899
29830,2223
1142,15349
67353,66601
63660,35493
45666,5504
11926,3139
14335,225
53492,13784
46050,5573
206,10526
64391,76311
65210,28049
29812,2223
5187,1056
29354,9000
54025,9482
45509,5457
19876,36684
37513,8729
29592,8467
50577,7752
858,18366
5601,6241
44724,5284
40839,4675
11614,20525
18200,498
10483,14587
31500,15695
13130,9778
67423,22641
33919,4789
21983,981
57156,11203
14408,5490
46513,5667
10007,10700
7916,46
3422,5154
47800,12309
30754,2399
73263,41161
21301,850
15723,1683
51427,15789
21430,15664
30497,11858
54259,9608
59513,12878
32696,25075
33310,27753
58295,66890
19338,629
28724,1996
8103,1334
60643,13767
15214,11935
10483,14587
67282,22367
5740,10057
35686,36935
5443,8026
20770,810
16404,26901
68889,26047
22383,8511
5478,5736
61262,31962
15,63736
1200,6457
47471,5910
10700,13048
14978,2425
3853,38696
13750,5088
62903,16021
30643,58616
14075,225
63522,16805
16765,5457
36616,3459
26102,1572
464,4675
26204,27093
67020,21861
28383,1933
26586,18761
48888,6386
31745,16740
46967,5773
24963,13187
11714,143
36334,21455
45753,5524
11996,5398
29560,2179
23089,2766
43562,8939
48528,6268
63069,44170
16739,4956
26416,7473
1275,1521
10322,7901
7698,320
49546,7909
72784,38851
48353,14307
15500,282
61629,14880
2447,4884
56041,10491
6769,36755
63250,37528
51447,51450
34138,17900
13870,19914
23235,49211
76224,63389
22756,6189
36077,3086
397,17011
4754,14901
50488,10842
15267,16944
61389,14615
39512,4209
37017,25704
53619,9185
8457,6446
22094,2485
43147,4957
46541,18731
41888,4789
18138,498
52915,8861
51704,8286
22193,18900
51265,8058
20740,27406
77305,76601
15906,7936
6350,12924
30982,14229
3672,699
67119,22024
31588,2481
75779,58788
13952,8276
71310,33038
5853,15762
20530,15914
70354,40366
67910,23663
35595,3032
19831,703
18608,546
76797,70327
18731,21707
37315,3368
5870,8321
5600,8527
70936,31806
10082,18446
28042,4220
16659,45750
16438,18101
44604,17292
70331,29944
58322,11983
73820,43892
32838,2593
65053,18768
23166,7887
59623,12939
11988,151
27163,2559
25950,1553
32605,6051
19793,13268
46774,5721
28866,14598
11815,8301
16324,354
73261,41147
1543,25869
5600,3503
42839,50571
59306,12785
5119,1098
31447,4058
12902,11110
42993,9190
2508,403
64623,18263
52047,8397
51039,7930
883,21536
26542,2043
54497,9694
33931,20507
3091,9421
72193,36482
60272,13501
49829,7353
56674,75526
37207,3344
75765,58586
62958,16084
39055,10581
3284,14998
12344,8184
9463,656
63304,16553
15681,884
17663,12923
56636,23527
53015,8912
37572,3352
37639,3450
2470,4345
28168,1900
47620,5952
18145,5374
54787,21713
52459,8626
170,10077
60700,13820
44594,5247
30501,2529
40,7514
16215,11811
69282,26901
5107,8565
27304,8319
42704,4886
5409,45363
39128,25911
33202,53049
2484,186
43444,5011
15984,23735
41499,4730
2103,19033
73681,43296
34137,71618
72796,38893
28410,18479
2366,30451
7793,5041
27111,69416
3259,377
6973,34
58422,12027
5191,12983
72820,39046
51811,8322
65266,19023
15193,265
55984,12671
69628,27806
36961,72309
10772,25659
42867,4907
61205,66022
14350,4826
73316,41332
13486,699
17862,64406
31893,2485
1870,17288
19849,707
18669,550
34764,10082
68620,25383
32899,8632
46866,5742
13666,217
35629,3037
42943,4915
4344,28339
59025,12637
70797,31422
22537,35418
24399,15640
40412,4570
56617,10806
45014,5329
403,7877
11885,2470
1430,5155
39806,4300
23135,6082
19843,7632
38860,3918
69824,28439
51794,8318
4826,8032
44884,5299
59337,12785
1553,25926
27502,11027
38820,3891
9656,81
11898,7883
39761,4282
47135,19357
73711,43434
27288,16442
68587,25335
65818,7438
2593,26135
544,18577
61794,14993
42065,4802
29593,2386
55759,10337
51015,7909
9469,37714
73781,43797
7838,565
23419,6538
43438,29808
28731,10374
9497,14069
69855,28531
38545,3805
31809,8367
6667,34
2366,16533
25975,10730
58134,11823
43982,17492
3794,20722
34828,6081
2085,29204
719,595
17403,5952
27671,61782
39323,72866
73135,40680
429,8683
76300,64276
41089,4697
38365,16545
22776,1098
32623,2562
4699,205
5453,34633
42448,5170
25542,5075
76577,67397
23435,2268
76443,65914
56060,10499
28615,1972
13924,5237
40653,4669
70466,30402
75414,55347
42295,4837
40619,4666
5119,5564
12675,176
37572,8868
54011,16395
7883,8491
40536,31858
24686,12549
3853,4837
10138,94
34141,7754
18916,7555
40978,4683
38244,3666
37468,3406
11274,2844
72878,39402
18712,14395
4610,24356
10049,55013
26803,15707
28527,1962
19909,918
17705,442
69174,26669
38168,4353
40251,4497
11096,8434
33104,2674
26850,1684
59412,75830
1825,5168
46002,5567
8216,13193
9589,14228
59195,12768
8490,26688
72833,39104
3267,377
23089,44615
30737,2396
67740,23364
3014,2539
34519,2862
54003,9450
19120,29551
6117,25444
30286,2324
13562,4996
72706,38414
29493,15168
13575,215
29855,2225
53406,9068
143,1592
36751,20931
53148,8963
39008,70862
71693,34468
18655,549
39188,4068
2562,8632
27492,27490
57186,11228
63607,16856
7462,13931
11669,4875
26365,4447
31144,13954
54111,9522
18218,35989
1844,11359
19060,5421
13733,11228
40873,4675
17580,427
38000,3542
2485,7673
71176,38304
39907,4350
10300,10158
16365,11872
32679,2563
71932,35292
27620,22824
11428,8235
49284,6811
16816,4954
53590,9167
23039,8086
60092,13319
30690,2386
31465,70819
18948,1508
70972,31924
5919,4813
23541,32446
12304,8750
15342,62264
46832,2425
57538,11420
22433,1044
73044,40256
15082,20200
37994,26870
9462,50138
97,10248
19987,32721
1585,10933
44016,12118
2677,377
32640,15817
2520,51456
21716,66961
3665,5398
22325,16285
68615,25374
30153,2297
5669,9229
64062,17423
6372,22385
40698,5179
29190,2079
52093,8420
4230,10307
17608,42846
28459,28458
31950,20815
32078,15544
46201,5600
23184,1156
8843,8722
266,117
5431,51594
31929,2489
67697,23263
11705,440
7340,37404
13501,6203
12227,14847
57021,11123
48857,21941
83,2331
18541,22195
28583,1970
21445,14957
54286,9624
4986,43281
69585,27679
17697,15687
18986,12828
6033,31942
65495,19232
19080,3064
8352,8048
1386,9047
56977,11089
18,5502
30096,11313
42864,8534
71301,33026
43920,5103
13704,33119
51089,19164
2555,5057
44749,15659
32688,2563
27083,1728
64598,76330
60350,13567
52952,8875
2076,29152
8765,52758
61190,14307
28480,1949
34579,71751
54610,9770
68420,24897
57092,11163
20692,12953
21132,3125
5154,31839
30937,4040
53332,9027
33975,6117
34146,12936
35242,36072
21880,954
39780,4282
59385,36961
1842,6029
9976,7717
69141,26635
38481,4963
4715,6227
41462,4725
36662,3186
51149,7993
28668,1979
5919,33026
24412,23409
67085,21954
23047,1133
68074,23958
32231,27591
35276,3656
20716,21999
4991,1728
18403,4434
30871,2431
41353,4710
5330,4984
185,66
33090,2669
48376,6214
60671,13792
31487,2481
5601,20839
40420,27338
71811,34864
29111,2073
68090,23990
41626,4742
163,4875
69322,26999
31633,2481
46654,5697
36135,3093
27191,1751
67595,23031
60725,19164
11467,13302
40442,4588
53387,45718
47039,5811
67189,22144
19389,4914
24770,1379
54414,9668
74830,64691
18642,11038
75928,60258
27031,1712
11515,28695
58270,11917
28947,30795
22440,1044
6331,34
38023,19433
1375,24761
64611,18247
14960,35585
22574,2433
2653,2410
60583,13719
17058,17089
69950,28727
9698,2366
31190,2643
1639,34
37061,3308
53669,34161
12136,35511
15494,8183
12342,12168
12599,6329
23682,1256
30249,70434
54008,40927
4349,5899
65676,19406
34117,2811
3847,10187
13229,1825
27704,4851
1557,18803
69122,26587
69423,27160
5268,3583
1713,31590
34943,2929
9040,25119
68639,25446
66065,33740
4820,11767
75694,58190
39502,4208
29540,2176
6354,16832
27624,16555
63461,16770
8114,1657
74003,44892
28066,13365
12228,2881
22900,60344
67065,21915
14466,10218
61709,14978
41463,4725
9682,20557
35140,2947
16606,5516
36149,43029
58331,11986
70554,30654
4992,10589
51057,7936
33898,2805
18421,3504
28700,1981
22249,2840
25422,68630
56206,10586
61000,14028
3043,16397
15856,318
13610,14274
7184,2481
74654,49379
50119,7543
5052,4943
50508,7734
30856,2805
13590,10700
56656,10842
24166,1315
3689,38307
14752,8083
28643,1972
9323,31774
39726,4270
62504,15586
50317,7659
76238,63573
25412,31121
29371,2116
5301,24267
69843,76774
40662,4669
20481,790
8673,10982
19348,629
8899,189
6120,13997
44694,5280
5245,20925
25247,16021
39947,4360
2150,225
46420,74228
60357,13567
66219,20502
11555,140
69122,26587
16959,583
2542,401
8628,12260
16257,349
63245,16496
23487,1219
5360,37427
48541,48540
43296,47435
22676,1086
12549,4690
5389,9982
3426,23817
24822,7473
4613,4697
11374,9097
9012,17996
30663,4130
546,12072
26472,31085
34035,7744
59889,42647
66364,36264
64673,18346
5126,1364
17995,19038
71285,32935
786,36101
54375,9645
9664,5133
39555,4217
7343,34
3037,9682
18661,5579
11457,30751
24353,27541
45189,5387
51394,8176
10254,18195
14122,225
72853,39231
27751,15738
363,4679
31853,5088
52443,8608
31333,14045
11418,11219
51202,21478
